1013005	Organism	\N	Micropolyspora faeni (organism)	Micropolyspora faeni	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10141000087102	Organism	\N	Salmonella typhisuis var. voldagsen (organism)	Salmonella typhisuis var. voldagsen	\N	Salmonella typhisuis var. voldagsen	\N	\N	\N	\N	9/20/2013	\N	OLIS Requested Addition V1.51	\N
10151000087104	Organism	\N	Cyberlindnera fabianii (organism)	Cyberlindnera fabianii	Pichia fabianii	\N	\N	\N	\N	\N	2021-09-09	\N	OLIS Requested Change V2.52 - Alignment with SNOMED	\N
10161000087101	Organism	\N	Yarrowia lipolytica (organism)	Yarrowia lipolytica	\N	\N	\N	\N	\N	\N	9/20/2013	\N	User Requested Addition V1.51	\N
1017006	Organism	\N	Lacticaseibacillus casei (organism)	Lacticaseibacillus casei	Caseobacterium vulgare; Lactobacillus casei subsp. casei; Lactobacillus casei	\N	\N	\N	\N	\N	2011-12-10	\N	OLIS Requested Change V3.02 - Alignment with SNOMED	\N
10171000087105	Organism	\N	Malassezia restricta (organism)	Malassezia restricta	\N	Malassezia restricta	\N	\N	\N	\N	2013-09-20	\N	OLIS Requested Change V3.02 - Alignment with SNOMED	\N
101749441000087103	Organism	\N	Pyrenochaeta species unspecified (finding)	Pyrenochaeta species	\N	\N	\N	\N	\N	\N	3/31/2023	\N	Deprecated in V2.70; Use equivalent SNOMED 33478003	\N
10181000087107	Organism	\N	Extended spectrum beta-lactamase producing Enterobacter cloacae (organism)	Extended spectrum beta-lactamase producing Enterobacter cloacae	\N	ESBL- Enterobacter cloacae	\N	\N	\N	\N	9/20/2013	\N	User Requested Addition V1.51	\N
10183008	Organism	\N	Salmonella Pensacola (organism)	Salmonella Pensacola	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10191000087109	Organism	\N	Multidrug resistant Serratia marcescens (organism)	Multidrug resistant Serratia marcescens	\N	Serratia marcescens (MRO)	\N	\N	\N	\N	9/20/2013	\N	User Requested Addition V1.51	\N
10201000	Organism	\N	Insect iridescent virus 23 (organism)	Insect iridescent virus 23	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10201000087106	Organism	\N	Extended spectrum beta-lactamase producing Citrobacter freundii (organism)	Extended spectrum beta-lactamase producing Citrobacter freundii	\N	ESBL- Citrobacter freundii	\N	\N	\N	\N	9/20/2013	\N	User Requested Addition V1.51	\N
10210008	Organism	\N	Chaetomium (organism)	Chaetomium	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10211000087108	Organism	\N	Multidrug resistant Klebsiella ozaenae (organism)	Multidrug resistant Klebsiella ozaenae	\N	MRO - Klebsiella ozaenae	\N	\N	\N	\N	9/20/2013	\N	User Requested Addition V1.51	\N
10211007	Organism	\N	Fasciolopsis (organism)	Fasciolopsis	\N	\N	\N	\N	\N	\N	7/11/2024	\N	User Requested Addition V2.84	\N
10215003	Organism	\N	Peste-des-petits-ruminants virus (organism)	Peste-des-petits-ruminants virus	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10221000087100	Organism	\N	Carbapenem resistant Enterobacter cloacae (organism)	Carbapenem resistant Enterobacter cloacae	\N	CPE - Enterobacter Cloacae	\N	\N	\N	\N	8/27/2017	\N	Deprecated in V1.97; use equivalent SNOMED CT 714007005	\N
102279003	Organism	\N	Nitzschia pungens (organism)	Nitzschia pungens	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
102280000	Organism	\N	Dinophysis (organism)	Dinophysis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10231000087103	Organism	\N	Candida pseudohaemulonii (organism)	Candida pseudohaemulonii	\N	Candida pseudohaemulonii	\N	\N	\N	\N	9/20/2013	\N	User Requested Addition V1.51	\N
10237005	Organism	\N	Human rhinovirus 81 (organism)	Human rhinovirus 81	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10241000087109	Organism	\N	Extended spectrum beta-lactamase producing Klebsiella pneumoniae class A (organism)	Extended spectrum beta-lactamase producing Klebsiella pneumoniae class A	\N	ESBL - Klebsiella pneumoniae class A	\N	\N	\N	\N	9/20/2013	\N	OLIS Requested Addition V1.51	\N
10248003	Organism	\N	Salmonella Travis (organism)	Salmonella Travis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10251000087107	Organism	\N	Non-hemolytic asaccarolytic Acinetobacter species (organism)	Non-hemolytic asaccarolytic Acinetobacter species	\N	Acinetobacter species, non-haemolytic, asaccarolytic (finding)	\N	\N	\N	\N	2013-09-20	2026-03-26	Deprecated in V3.02 - Use equivalent SNOMED CT 719027009	\N
102603721000087103	Organism	\N	Salmonella enterica subspecies enterica 6,8:z10:- (organism)	Salmonella enterica subspecies enterica 6,8:z10:-	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.40 (SNOMED)	\N
10261000087105	Finding	\N	Moraxella species unspecified and/or Psychrobacter phenylpyruvicus (finding)	Moraxella species unspecified and/or Psychrobacter phenylpyruvicus	\N	Moraxella spp/Psychrobacter phenylpyruvicus	\N	\N	\N	\N	2013-09-20	2026-04-30	Deprecated in V3.03 - No equivalent SNOMED CT code available	\N
10262005	Organism	\N	Enterococcus malodoratus (organism)	Enterococcus malodoratus	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10264006	Organism	\N	Phyllosticta (organism)	Phyllosticta	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10271000087101	Finding	\N	Streptococcus sanguinis and/or Streptococcus gordonii (finding)	Streptococcus sanguinis and/or Streptococcus gordonii	\N	Streptococcus sanguinis/gordonii	\N	\N	\N	\N	9/20/2013	\N	User Requested Addition V1.51	\N
10276006	Organism	\N	Lactobacillus vitulinus (organism)	Lactobacillus vitulinus	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10280001	Organism	\N	Salmonella Tabligbo (organism)	Salmonella Tabligbo	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
102842431000087100	Finding	\N	Anaerococcus species unspecified (finding)	Anaerococcus species	\N	\N	\N	\N	\N	\N	\N	2025-01-16	Deprecated in V2.89 - Use equivalent SNOMED 413518000	\N
10291000087102	Finding	\N	Prevotella nigrescens and/or Prevotella intermedia (finding)	Prevotella nigrescens and/or Prevotella intermedia	\N	Prevotella nigrescens/intermedia	\N	\N	\N	\N	2013-09-20	2025-08-28	Deprecated in V2.96 - Use equivalent SNOMED CT 702988007	\N
103007	Organism	\N	Squirrel fibroma virus (organism)	Squirrel fibroma virus	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10301000087103	Finding	\N	Shigella boydii and/or Shigella flexneri (finding)	Shigella boydii and/or Shigella flexneri	\N	Shigella boydii/flexneri	\N	\N	\N	\N	9/20/2013	\N	User Requested Addition V1.51	\N
103296891000087107	Finding	\N	Retortamonas intestinalis trophozoites (finding)	Retortamonas intestinalis trophozoites	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.40 (SNOMED)	\N
10334001	Organism	\N	Yersinia intermedia (organism)	Yersinia intermedia	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10338003	Organism	\N	Cortinarius violaceus (organism)	Cortinarius violaceus	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103423009	Organism	\N	Coccobacilli (organism)	Coccobacilli	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103424003	Organism	\N	Pyogenic bacterium (organism)	Pyogenic bacterium	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103425002	Organism	\N	Borrelia dipodilli (organism)	Borrelia dipodilli	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103426001	Organism	\N	Borrelia merionesi (organism)	Borrelia merionesi	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103427005	Organism	\N	Campylobacter upsaliensis (organism)	Campylobacter upsaliensis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103428000	Organism	\N	Corynebacterium ulcerans (organism)	Corynebacterium ulcerans	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103429008	Organism	\N	Enterohemorrhagic Escherichia coli, serotype O157:H7 (organism)	Enterohemorrhagic Escherichia coli, serotype O157:H7	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103430003	Organism	\N	Yersinia enterocolitica serogroup O:3 (organism)	Yersinia enterocolitica serogroup O:3	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
10343005	Organism	\N	Salmonella Adelaide (organism)	Salmonella Adelaide	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103431004	Organism	\N	Yersinia enterocolitica serogroup O:5 (organism)	Yersinia enterocolitica serogroup O:5	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103432006	Organism	\N	Yersinia enterocolitica serogroup O:8 (organism)	Yersinia enterocolitica serogroup O:8	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103433001	Organism	\N	Yersinia enterocolitica serogroup O:9 (organism)	Yersinia enterocolitica serogroup O:9	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103434007	Organism	\N	Yersinia bercovieri (organism)	Yersinia bercovieri	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103435008	Organism	\N	Yersinia mollaretii (organism)	Yersinia mollaretii	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103436009	Organism	\N	Enterococcus pseudoavium (organism)	Enterococcus pseudoavium	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103437000	Organism	\N	Enterococcus raffinosus (organism)	Enterococcus raffinosus	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103438005	Organism	\N	Enterococcus saccharolyticus (organism)	Enterococcus saccharolyticus	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103440000	Organism	\N	Enterococcus solitarius (organism)	Enterococcus solitarius	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103441001	Organism	\N	Haemophilus influenzae type A (organism)	Haemophilus influenzae type A	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103442008	Organism	\N	Haemophilus influenzae type B (organism)	Haemophilus influenzae type B	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103443003	Organism	\N	Haemophilus influenzae type C (organism)	Haemophilus influenzae type C	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103444009	Organism	\N	Haemophilus influenzae type D (organism)	Haemophilus influenzae type D	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103445005	Organism	\N	Haemophilus influenzae type E (organism)	Haemophilus influenzae type E	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103446006	Organism	\N	Haemophilus influenzae type F (organism)	Haemophilus influenzae type F	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103447002	Organism	\N	Legionella adelaidensis (organism)	Legionella adelaidensis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103448007	Organism	\N	Legionella brunensis (organism)	Legionella brunensis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103449004	Organism	\N	Legionella fairfieldensis (organism)	Legionella fairfieldensis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103450004	Organism	\N	Legionella geestiana (organism)	Legionella geestiana	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103451000	Organism	\N	Legionella gratiana (organism)	Legionella gratiana	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103452007	Organism	\N	Legionella lansingensis (organism)	Legionella lansingensis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103453002	Organism	\N	Legionella londiniensis (organism)	Legionella londiniensis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103454008	Organism	\N	Legionella moravica (organism)	Legionella moravica	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103455009	Organism	\N	Legionella nautarum (organism)	Legionella nautarum	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103456005	Organism	\N	Legionella pneumophila ss. fraseri (organism)	Legionella pneumophila ss. fraseri	Legionella pneumophila subsp fraseri	\N	\N	\N	\N	\N	2011-12-10	\N	OLIS Requested Change V3.02 - Alignment with SNOMED	\N
103457001	Organism	\N	Legionella pneumophila ss. pascullei (organism)	Legionella pneumophila ss. pascullei	Legionella pneumophila subsp pascullei	\N	\N	\N	\N	\N	2011-12-10	\N	OLIS Requested Change V3.02 - Alignment with SNOMED	\N
103458006	Organism	\N	Legionella pneumophila ss. pneumophila (organism)	Legionella pneumophila ss. pneumophila	Legionella pneumophila subsp pneumophila	\N	\N	\N	\N	\N	2011-12-10	\N	OLIS Requested Change V3.02 - Alignment with SNOMED	\N
103459003	Organism	\N	Legionella quinlivanii (organism)	Legionella quinlivanii	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103460008	Organism	\N	Legionella shakespearei (organism)	Legionella shakespearei	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103461007	Organism	\N	Legionella tucsonensis (organism)	Legionella tucsonensis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103462000	Organism	\N	Legionella worsleiensis (organism)	Legionella worsleiensis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103463005	Organism	\N	Legionella pneumophila serogroup 1 (organism)	Legionella pneumophila serogroup 1	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103464004	Organism	\N	Legionella pneumophila serogroup 2 (organism)	Legionella pneumophila serogroup 2	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103465003	Organism	\N	Legionella pneumophila serogroup 3 (organism)	Legionella pneumophila serogroup 3	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103466002	Organism	\N	Legionella pneumophila serogroup 4 (organism)	Legionella pneumophila serogroup 4	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103467006	Organism	\N	Legionella pneumophila serogroup 5 (organism)	Legionella pneumophila serogroup 5	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103468001	Organism	\N	Legionella pneumophila serogroup 6 (organism)	Legionella pneumophila serogroup 6	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103469009	Organism	\N	Legionella pneumophila serogroup 7 (organism)	Legionella pneumophila serogroup 7	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103470005	Organism	\N	Legionella pneumophila serogroup 8 (organism)	Legionella pneumophila serogroup 8	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103471009	Organism	\N	Legionella pneumophila serogroup 9 (organism)	Legionella pneumophila serogroup 9	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103472002	Organism	\N	Leptospira interrogans var. bufonis (organism)	Leptospira interrogans var. bufonis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103473007	Organism	\N	Leptospira interrogans var. ranarum (organism)	Leptospira interrogans var. ranarum	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103474001	Organism	\N	Mycobacterium fortuitum complex (organism)	Mycobacterium fortuitum complex	Mycobacterium fortuitum - chelonae complex	\N	\N	\N	\N	\N	7/3/2015	\N	User Requested Change V1.73 - Alternate Name 2	\N
103475000	Organism	\N	Mycobacterium celatum (organism)	Mycobacterium celatum	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103476004	Organism	\N	Mycobacterium genavense (organism)	Mycobacterium genavense	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103477008	Organism	\N	Mycoplasma species, genital (organism)	Mycoplasma species, genital	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103478003	Organism	\N	Mycoplasma species, respiratory (organism)	Mycoplasma species, respiratory	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103479006	Organism	\N	Neisseria meningitidis serogroup A (organism)	Neisseria meningitidis serogroup A	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103480009	Organism	\N	Neisseria meningitidis serogroup B (organism)	Neisseria meningitidis serogroup B	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103481008	Organism	\N	Neisseria meningitidis serogroup C (organism)	Neisseria meningitidis serogroup C	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103482001	Organism	\N	Neisseria meningitidis serogroup Y (organism)	Neisseria meningitidis serogroup Y	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103483006	Organism	\N	Neisseria meningitidis serogroup W135 (organism)	Neisseria meningitidis serogroup W135	Neisseria meningitidis W135	\N	\N	\N	\N	\N	5/6/2016	\N	OLIS Requested Change V1.83 - Microorganism Name, Alternate Name 1 and Alternate Name 2	\N
103485004	Organism	\N	Methylobacterium fujisawaense (organism)	Methylobacterium fujisawaense	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103486003	Organism	\N	Methylobacterium mesophilicum (organism)	Methylobacterium mesophilicum	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103488002	Organism	\N	Methylobacterium radiotolerans (organism)	Methylobacterium radiotolerans	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103489005	Organism	\N	Methylobacterium rhodesianum (organism)	Methylobacterium rhodesianum	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103490001	Organism	\N	Methylobacterium rhodinum (organism)	Methylobacterium rhodinum	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103491002	Organism	\N	Methylobacterium zatmanii (organism)	Methylobacterium zatmanii	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103492009	Organism	\N	Staphylococcus capitis subspecies urealyticus (organism)	Staphylococcus capitis subspecies urealyticus	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103493004	Organism	\N	Staphylococcus ureilyticus (organism)	Staphylococcus ureilyticus	Staphylococcus cohnii subspecies urealyticus	\N	\N	\N	\N	\N	8/15/2024	\N	OLIS Requested Change V2.85 - Alignment with SNOMED	\N
103494005	Organism	\N	Staphylococcus lugdunensis (organism)	Staphylococcus lugdunensis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103495006	Organism	\N	Staphylococcus pasteuri (organism)	Staphylococcus pasteuri	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103496007	Organism	\N	Staphylococcus schleiferi subspecies schleiferi (organism)	Staphylococcus schleiferi subspecies schleiferi	Staphylococcus schleiferi subsp. Schleiferi	\N	\N	\N	\N	\N	2011-12-10	\N	OLIS Requested Change V3.02 - Alignment with SNOMED	\N
103497003	Organism	\N	Streptococcus pneumoniae serotype 3 (organism)	Streptococcus pneumoniae serotype 3	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103498008	Organism	\N	Streptococcus pneumoniae serotype 14 (organism)	Streptococcus pneumoniae serotype 14	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103499000	Organism	\N	Streptococcus pneumoniae serotype 7F (organism)	Streptococcus pneumoniae serotype 7F	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103500009	Organism	\N	Streptococcus pneumoniae serotype 9N (organism)	Streptococcus pneumoniae serotype 9N	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103501008	Organism	\N	Genus Saccharomonospora (organism)	Genus Saccharomonospora	Saccharomonospora; Saccharomonospora species	\N	\N	\N	\N	\N	2026-01-15	\N	OLIS Requested Change V3.00 - Alignment with SNOMED; update REQUIRED	\N
103502001	Organism	\N	Saccharomonospora azurea (organism)	Saccharomonospora azurea	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103503006	Organism	\N	Saccharomonospora cyanea (organism)	Saccharomonospora cyanea	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103504000	Organism	\N	Saccharomonospora glauca (organism)	Saccharomonospora glauca	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103505004	Organism	\N	Saccharomonospora viridis (organism)	Saccharomonospora viridis	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103508002	Organism	\N	Coxiella burnetii, phase I (organism)	Coxiella burnetii, phase I	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103509005	Organism	\N	Coxiella burnetii, phase II (organism)	Coxiella burnetii, phase II	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103510000	Organism	\N	Bartonella henselae (organism)	Bartonella henselae	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103511001	Organism	\N	Bartonella quintana (organism)	Bartonella quintana	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103512008	Organism	\N	Bartonella vinsonii (organism)	Bartonella vinsonii	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103513003	Organism	\N	Bartonella elizabethae (organism)	Bartonella elizabethae	\N	\N	\N	\N	\N	\N	\N	\N	Added in v.1.35 (SNOMED)	\N
103514009	Organism	\N	Chlamydophila pneumoniae (organism)	Chlamydophila pneumoniae	Chlamydia pneumoniae	\N	\N	\N	\N	\N	\N	\N	Add synonym	\N
